hospital_bank_id,hospital_id,authorized_signatory_name,bank_account_name,account_number_token,ifsc_code,bank_name,branch_name,tds_exemption,cancelled_cheque_uri
312c59c2-606e-4976-a0e9-e455822e4a47,7edeb341-4f12-4e75-b43e-a189b9d38f28,RAJU YADAV KURMI,Dr. Srivastava Heart Institute,ACCT_GVPBS14OJRYGOPX6,HDFC003RFRI,HDFC Bank,Shahjahanpur Main Branch,False,s3://up-ab-docs/CHQ_3M52FY9G6DD5.pdf
801f65d4-4e57-45f9-beed-78b27d56bda0,cbbb28b2-f37d-43a6-a2a5-fc6e95c2e9df,AMIT KUMAR,Shiv Nursing Home,ACCT_GTSRHX1IC4KGNXL3,MAHB0WX82R2,Axis Bank,Jaunpur Main Branch,True,s3://up-ab-docs/CHQ_LS32SGU3DF45.pdf
b757166c-361a-43f8-b124-c0e28ff82c69,6370ad26-6d44-4337-9ee9-dd0dc9f87a18,DEVENDRA KUMAR,Combined Hospital Rampur,ACCT_A4G3AWBA6XQ6KU17,UPCB0GIFH3M,Bank of Baroda,Rampur Main Branch,False,s3://up-ab-docs/CHQ_YEKFJJ4QEKKA.pdf
aad88499-678a-4f0b-b189-214bc9062d75,d99ed17c-5b07-41ee-926d-ee4d1a0db132,HEMANT KUMAR MAURYA,Shiv Nursing Home,ACCT_21T34LNEPU16N277,MAHB0ZVUB3V,Canara Bank,Etah Main Branch,False,s3://up-ab-docs/CHQ_VDCQ5S010PQG.pdf
627968f8-49c9-4534-a352-d46031169921,b3131489-f06b-425d-9ccd-467eb7e1d542,BABLU KUMAR,Pandey & Mishra Hospital & Research Centre,ACCT_656WHJF2QS3R1D25,ALLA00LD0WC,Punjab National Bank,Sambhal Main Branch,False,s3://up-ab-docs/CHQ_MWDCO8X3EYCM.pdf
846ff18d-e07b-4047-a17d-2fac8f45a1dd,92a4daba-b6b6-45e5-9f77-f852770dcb99,SANJAY KUMAR LODHI,Agarwal & Agarwal Multispeciality Hospital,ACCT_JMTJQAQ0AE1FPR90,PUNB0WRJCCY,Allahabad Bank,Kanpur Nagar Main Branch,True,s3://up-ab-docs/CHQ_IG7ZPQAZ3C27.pdf
b68d3d68-2e2d-41a1-855f-3435688cc56e,d7935ac2-8820-4c6e-9ece-961b1da38c93,RAVINDRA NATH,Srivastava & Tiwari Surgical Centre,ACCT_OYCUF3A6X19JRZTS,CNRB0V89OJR,UP Gramin Bank,Pratapgarh Main Branch,False,s3://up-ab-docs/CHQ_EGPZF07MS4SE.pdf
3c3e6ffa-b1af-479e-9b60-f1f2a6dfb568,b8e2b260-4f55-4d4e-9246-3cd376a42856,PRADEEP KUMAR,Community Health Centre Amethi Block 8,ACCT_MUZ6T7RB9EIDRHLC,UPCB0VL25A9,Punjab National Bank,Amethi Main Branch,False,s3://up-ab-docs/CHQ_KBWRYEHD90JF.pdf
de3a0655-08ad-4087-b649-214a20b41ea8,b123c7ac-cb54-4042-ba26-b405b5c62baa,PAPPU YADAV,Shakti Medical Centre,ACCT_5OLXF4FW752SOUS6,BARB0ARI2XE,Axis Bank,Muzaffarnagar Main Branch,False,s3://up-ab-docs/CHQ_FR333JJGSD35.pdf
be3ac7b1-022e-42b5-a8a3-144bb7553f6c,b026ca22-e993-4dd3-b76c-295589021af4,RAJU YADAV PASI,District Hospital Banda,ACCT_FIUHJDGYFCMI0YGM,MAHB0Q0MS12,Punjab National Bank,Banda Main Branch,False,s3://up-ab-docs/CHQ_JNMY7R9BEWLS.pdf
b5981eac-fc76-4688-bcad-9c8962b38d2a,0645da7f-f79d-4890-a1e0-a51a7a9cf6e7,SHYAM LAL DUBEY,Dr. Tiwari Orthopaedic Centre,ACCT_V7Y4KV8T31HX1BSJ,UBIN0GKRS1K,UP Gramin Bank,Baghpat Main Branch,False,s3://up-ab-docs/CHQ_N3XJAGHLWSDS.pdf
6585ccef-c9ed-4ea3-8254-2629cf1e2f61,2527c1b6-82d8-470e-9ca0-8e06deb23ed0,AMIT KUMAR,Primary Health Centre Mirzapur Block 7,ACCT_TIOPQQGAWY1GCM6F,BARB03ZAQ3H,UP Gramin Bank,Mirzapur Main Branch,True,s3://up-ab-docs/CHQ_YXHQBRDM3VKR.pdf
d776c8d6-b1ba-438a-8391-9f70771985b1,08fc1f3d-a6f1-4ea0-90e5-580a39dd2baf,NARESH KUMAR,District Hospital Ambedkar Nagar,ACCT_3R9OMN4FTGRA8W6U,ALLA007RWWM,UP Gramin Bank,Ambedkar Nagar Main Branch,True,s3://up-ab-docs/CHQ_OHHH2KXPD0QZ.pdf
af31b135-080d-4f66-8ef1-6512f86c31d3,ced61793-a093-460c-b537-afcf03865341,BABLU KUMAR,Dr. Tiwari Nursing Home,ACCT_6JMKKPQJVLDK799N,BKID0HBE7UF,Bank of India,Ballia Main Branch,False,s3://up-ab-docs/CHQ_WWMJ1EQBZ87T.pdf
748ae9f1-94d7-4ca7-80a3-2585117df5fd,b715add2-8aa2-44b1-a656-5fd5923104bc,ANIL KUMAR,Dr. Agarwal Hospital & Research Centre,ACCT_9S7IIXOEHTRGM3CF,PUNB0TXMWCR,Punjab National Bank,Amethi Main Branch,False,s3://up-ab-docs/CHQ_CLFC9F5YVWPB.pdf
1e5405be-e8d3-4979-888e-e6bc7ec8694b,1671be92-42b2-455e-b48c-cbaf29a378cb,RAMU KAKA,Zonal Hospital Bareilly,ACCT_FYQ934AKHH5SM2PY,UBIN0M7R298,Allahabad Bank,Bareilly Main Branch,False,s3://up-ab-docs/CHQ_DOVVB6Y997AZ.pdf
55dbad1c-0593-4d95-9322-b8753b010ee3,310c286a-875d-456f-b815-37edfb352216,BRIJESH KUMAR,Urban Community Health Centre Ballia Block 2,ACCT_E8IICYX7YURLZ8VB,UBIN0Y3YANG,Union Bank of India,Ballia Main Branch,False,s3://up-ab-docs/CHQ_DVFX7VIWAMP9.pdf
a3d6c58b-b2c2-4bf6-9288-83e7daa38d0d,4dbc8e1d-62ce-4605-81f1-8497ff07e2f4,DEVENDRA KUMAR,District Hospital Ghaziabad,ACCT_K1MJ34RMKJE6GPC4,MAHB0WX6810,HDFC Bank,Ghaziabad Main Branch,False,s3://up-ab-docs/CHQ_SSWEO6C0O3T9.pdf
4331469e-d2b7-49f9-8b9e-3d0e80b29a10,1c09b438-b333-46b6-bc80-2db6ea3cc378,SHYAM LAL,Primary Health Centre Bahraich Block 4,ACCT_0FZRQ3LUAZVOS2L3,PUNB0L4GQHV,Bank of Baroda,Bahraich Main Branch,False,s3://up-ab-docs/CHQ_6QN046WEGOA2.pdf
55e37436-574e-4eff-a771-5b0bda6cc944,37a7248b-0a18-4b56-b333-4f11d5643ec8,GUDDU KUMAR,Community Health Centre Chauri Chaura,ACCT_DEQEQZFECJD374C0,UPCB01A7JEG,HDFC Bank,Gorakhpur Main Branch,False,s3://up-ab-docs/CHQ_EO8JB66HJQ1Y.pdf
906b64ec-d7a3-4e63-9e86-a0dd2c1201e9,86a5dc96-32d0-4859-ae22-c8b3841132d4,HEMANT KUMAR,Combined Hospital Moradabad,ACCT_L90U0Q2355QF43ZJ,BKID0QCDK8E,HDFC Bank,Moradabad Main Branch,True,s3://up-ab-docs/CHQ_6FK2VC3DNUL6.pdf
cf9eff06-0d3b-42fb-b995-c5b58ed5dc6e,2b6476b1-abcf-4e12-a7ab-c43ea29f80ad,DEEPAK KUMAR,Dr. Sharma Orthopaedic Centre,ACCT_7UI9GZC5EX5KIPHE,HDFC02DTT9T,Union Bank of India,Kanpur Nagar Main Branch,True,s3://up-ab-docs/CHQ_SRTCDHGMXW0A.pdf
fc29cf1b-c225-4a12-b64d-3682c6aa4d6e,40cd2163-9c7f-4bd9-8a9d-7a5d870c2fc9,PAPPU YADAV,Dr. Gupta Orthopaedic Centre,ACCT_37YCC5RP8CS8BCPZ,MAHB0I1HOXT,Punjab National Bank,Lucknow Main Branch,False,s3://up-ab-docs/CHQ_LING3FLGCWXC.pdf
57d6f1ac-a446-41fe-b670-e92df2f584c9,eed44eec-432d-4fdb-860a-a82d9acee039,ROHIT KUMAR,Laxmi Children Hospital,ACCT_FSQNRSXS8CYEZG26,BKID0NQVM0Z,Union Bank of India,Etawah Main Branch,False,s3://up-ab-docs/CHQ_LOW0N762THSB.pdf
0923afdd-3076-4fcb-b209-7bee212fd788,af8efed9-e4cb-4d10-93f2-5771c0e8dfa5,DINESH KUMAR RAJBHAR,Urban Community Health Centre Gautam Block 3,ACCT_ZX56U1SJ25ME4GGC,PUNB0UHDJU3,Axis Bank,Gautam Buddha Nagar Main Branch,True,s3://up-ab-docs/CHQ_OZJBU7SIXGAA.pdf
a23995cc-58aa-47c1-ae0d-abb0834e3429,b16b2e13-7767-4898-b98d-289acf8aad62,RAVINDRA NATH RAJBHAR,Dr. Pandey Hospital & Research Centre,ACCT_JRNUH3PTXWX61D5W,ALLA0VF9Z9Y,Axis Bank,Kasganj Main Branch,True,s3://up-ab-docs/CHQ_IA6YYQ8V53AF.pdf
a2e59b51-6b4c-4716-b0b8-bb98242f5733,b313cb2c-8092-45e6-a324-01f2adcba66b,RAJU YADAV,Durga Multispeciality Hospital,ACCT_GH2OPX4HEMVCBILG,UBIN0CWNVNW,State Bank of India,Deoria Main Branch,True,s3://up-ab-docs/CHQ_P2OZ9NZTTI1O.pdf
685b0cfc-65da-450a-ba02-afc786e63548,f6eb9bab-f267-4baf-a395-a2ce070960ef,SHYAM LAL GAUTAM,Ganesh Orthopaedic Centre,ACCT_Q9364HF3538NPYRN,PUNB0J0507J,Allahabad Bank,Ghazipur Main Branch,True,s3://up-ab-docs/CHQ_PZFPH9IN6Z7S.pdf
8d2c81ea-665a-49d1-97d5-986f6b043db9,87d075c8-0a84-4cac-b249-a7d144a620b8,JAGDISH PRASAD SINGH,Pandey & Verma Maternity & General Hospital,ACCT_L6CH3ETOX9X7C7JX,MAHB0JHKHVH,Punjab National Bank,Lakhimpur Kheri Main Branch,False,s3://up-ab-docs/CHQ_81GJ3A8HNSMW.pdf
c492fa11-917f-42d9-82d6-1976498c1088,4aa43dd6-19ca-4612-ad28-04e82c2e6585,LAKHAN LAL,Sharma & Sharma Maternity & General Hospital,ACCT_V74BM7PN2PXLA4QB,UBIN0PTGEMC,Bank of Baroda,Meerut Main Branch,True,s3://up-ab-docs/CHQ_OTUUZR85Q52H.pdf
b4d15f82-a2c5-4536-9fb7-c5a0816970ff,168f0e25-0776-4872-a1c1-5ba7491a3910,RAKESH KUMAR KUMAR,Dr. Agarwal Orthopaedic Centre,ACCT_86VA4J558ZP1G4HI,BKID0EILQM8,HDFC Bank,Varanasi Main Branch,True,s3://up-ab-docs/CHQ_XRQR7LHX5105.pdf
c679ca22-cfa9-400e-9aa8-e8d15a3b59bf,9aad09cb-c280-49cf-a789-776d88414bc0,BRIJESH KUMAR,Women Hospital Barabanki,ACCT_216E344DKYH7G4KE,BKID0I5VQ3W,State Bank of India,Barabanki Main Branch,False,s3://up-ab-docs/CHQ_HD2ZAITQDDXB.pdf
26bfc798-9109-4477-9373-fdaf5852b6c7,5f336a30-f600-4b00-affb-c0c067ec58e7,ASHOK KUMAR,District Hospital Lucknow,ACCT_AB407PXHQP4QLD61,UPCB09R7CG9,HDFC Bank,Lucknow Main Branch,False,s3://up-ab-docs/CHQ_WUKQ66LBOKUO.pdf
b1ca8ae5-10f4-483f-8759-e65533695e73,7caf5089-aa04-4bd3-9ae5-9a9aac526376,RAJEEV KUMAR,Durga Medical Centre,ACCT_SOXEPQATQDEB0EYN,UBIN0QF5RZ3,Union Bank of India,Ghaziabad Main Branch,True,s3://up-ab-docs/CHQ_YZJU9WNJFLIW.pdf
a2f1f896-91fa-4335-84d9-fb461dcbcde0,deb5187d-54f9-4098-80f1-7d1d43623d85,DEEPAK KUMAR,Singh & Sharma Cancer Institute,ACCT_51Q3TOE9T8H88X4X,CNRB0IWUS94,HDFC Bank,Gorakhpur Main Branch,True,s3://up-ab-docs/CHQ_H6X9QX8PWNAJ.pdf
15ebe692-7eed-42c8-bcb2-34d50a2e5dfb,4a136301-a03a-44a0-8772-6eab6583e721,MANOJ KUMAR KORI,Shakti Nursing Home,ACCT_ZA9I5P09UMHQN3BI,UPCB00JCQGR,HDFC Bank,Jhansi Main Branch,False,s3://up-ab-docs/CHQ_QYXOT312WXNB.pdf
46947739-81ac-47e0-a515-f8e7d6c98985,59c718e7-cfa6-43c6-84d9-9fd9e47107f2,MUKESH KUMAR,Saraswati Eye Hospital,ACCT_8VK8LD6J3FBVZHSF,BARB02LUVST,Canara Bank,Amethi Main Branch,True,s3://up-ab-docs/CHQ_1TEDLH6EG80W.pdf
459a6928-f24b-4892-98e8-665550276035,1b12dcc2-fe8c-4394-a67a-bb50ff052226,RAJEEV KUMAR,Dr. Singh Maternity & General Hospital,ACCT_10KRWCYBT7WKGFVN,HDFC0QU60BJ,HDFC Bank,Lucknow Main Branch,False,s3://up-ab-docs/CHQ_5JQYFV70TE4N.pdf
f3f5acab-9f75-4056-998b-4e2bcc37fc43,00582642-333b-45ec-9c60-e5b3aebe0577,PAPPU YADAV,Dr. Mishra Cancer Institute,ACCT_4MW9SV38QT27QYF5,ALLA0GZZ1VD,Allahabad Bank,Moradabad Main Branch,True,s3://up-ab-docs/CHQ_UMDIFXIP4VB4.pdf
4dfdac4b-f61a-40c6-b23c-b796aad9d957,d781fc7e-e867-49ae-ad48-1a3babfece87,RAMU KAKA PASI,Combined Hospital Gautam Buddha Nagar,ACCT_S26ZJT240FMUYB0P,BARB0VDAKY5,Bank of Baroda,Gautam Buddha Nagar Main Branch,False,s3://up-ab-docs/CHQ_XRHCOO0UKLWK.pdf
c6406026-8b3d-4a76-9cea-dafad402c91f,6a5af65d-f9ac-4884-b719-f5a6d994348f,HEMANT KUMAR PATEL,Krishna Eye Hospital,ACCT_K8L79LEWLKZS4J7V,BARB0WHGEAK,Union Bank of India,Gorakhpur Main Branch,True,s3://up-ab-docs/CHQ_FDN2CLIH0GWC.pdf
8d2cd077-1faf-4cb2-a37a-0a4e93acba27,309707bb-cb0b-41ba-b1cc-dc8c1807a945,RAVI SHANKAR,Trauma Centre Gosainganj,ACCT_TF83R51QVEVB8ONS,ALLA056RSXL,Bank of Baroda,Lucknow Main Branch,False,s3://up-ab-docs/CHQ_SDKIM3MPXGYG.pdf
31035166-cd35-4f91-aa87-ef1aff5ecd7c,3efb1b56-6fbf-49d4-ba7f-909feb0b898b,PREM SHANKAR,Pandey & Pandey Cancer Institute,ACCT_D8K7Q7J17FYC187S,UBIN0HJVW3Y,UP Gramin Bank,Ghazipur Main Branch,False,s3://up-ab-docs/CHQ_ANWULYUS0VWF.pdf
6fd54d1f-c504-49b6-a4ba-4e403c8dfae2,23ee16c7-d2bb-42e0-aee3-4f9ce3e9e2b6,ROHIT KUMAR,Mishra & Tiwari Surgical Centre,ACCT_MRO9ITSL61NBUP2M,UBIN0HFDHH0,HDFC Bank,Aligarh Main Branch,False,s3://up-ab-docs/CHQ_Q9PO3ABYLBNH.pdf
cfacba29-650e-4eee-bb83-dfb3529da34e,eb2cc5e3-174a-44f9-9b61-bf7dbb550701,RAVI SHANKAR MAURYA,Combined Hospital Bulandshahr,ACCT_LSU8EU809XUVVEDT,PUNB02PV4B5,Bank of Baroda,Bulandshahr Main Branch,False,s3://up-ab-docs/CHQ_L2QUB0O1Q606.pdf
bea6f93c-b144-4bc6-b553-ef326ab321f3,652f43d6-de19-471a-aa92-bf89906ef03c,DEVENDRA KUMAR,Dr. Verma Heart Institute,ACCT_FZOQ9FIS095ZAQLZ,PUNB0FY7VCB,Punjab National Bank,Amethi Main Branch,True,s3://up-ab-docs/CHQ_91UZNK4NSIX5.pdf
6cff775c-272a-4d27-92ad-b29b4a6c3294,0be6a73e-7fdf-43f1-918d-d73356870c23,JAGDISH PRASAD,Primary Health Centre Ballia Block 8,ACCT_F5SHXFYR2XZ7U92L,UBIN0TPB8SV,Punjab National Bank,Ballia Main Branch,False,s3://up-ab-docs/CHQ_ZAHGT7XLL321.pdf
d2d1fb5e-8034-4fe2-adc0-0aacad941ac2,96a65710-3273-498b-97c7-fa3615b7aaac,RAVI SHANKAR,Dr. Sharma Surgical Centre,ACCT_Q03BPNMLJGE5HJB8,CNRB08C0KOM,HDFC Bank,Prayagraj Main Branch,False,s3://up-ab-docs/CHQ_Y1HO32T6TALW.pdf
f94b1079-0472-4cd3-b4bc-2a4b2c6ce98f,927da465-917a-4740-a92b-683e25a2aa74,ARVIND KUMAR,Women Hospital Pratapgarh,ACCT_LU0HXQW98ETX587J,SBIN07OSEJE,Allahabad Bank,Pratapgarh Main Branch,False,s3://up-ab-docs/CHQ_GO66967M9NPO.pdf
842ad181-59c6-4118-b304-231e5284770a,6fd6afb1-c990-4fb6-a3dd-c67e7a81926d,BRIJESH KUMAR NISHAD,Primary Health Centre Gonda Block 6,ACCT_RVU228DW6F5HWSBA,MAHB0YQ2TDX,State Bank of India,Gonda Main Branch,True,s3://up-ab-docs/CHQ_MKJ8DM7FTQ1R.pdf
d3a48e78-4f80-47c0-ab0b-62ad278e4ca6,46cd8169-1b4a-4fe2-b419-6c34bba1f11a,SHYAM LAL,Dr. Srivastava Orthopaedic Centre,ACCT_8HYU1XCUVE62UQKY,MAHB0GE2Q60,Canara Bank,Chandauli Main Branch,False,s3://up-ab-docs/CHQ_XSX1RQ0Z3DO8.pdf
