household_id,family_id,entitlement_source,home_state_code,home_state_name,home_district_code,home_division_name,home_block_name,created_at
87ee26ab-2b96-488e-9b81-cba4a2f06187,UP262498042076,SECC,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 8,2026-02-27T15:57:47+05:30
b565ddc5-4e1f-4b32-9b8a-7425e61bb8b1,UP400895851138,STATE_DB,UP,Uttar Pradesh,Shahjahanpur,Bareilly,Shahjahanpur Block 1,2026-02-27T15:57:47+05:30
e0719856-ac8f-4dfa-a9a4-b16d3746e087,UP221784619898,RSBY,UP,Uttar Pradesh,Hamirpur,Chitrakoot,Hamirpur Block 1,2026-02-27T15:57:47+05:30
39c9a145-1f7e-4eee-b720-e8160a9d25ea,UP974672173041,RSBY,UP,Uttar Pradesh,Gorakhpur,Gorakhpur,Pipraich,2026-02-27T15:57:47+05:30
7b1d76b5-cc2d-4b66-9f5b-a3f9c5365490,UP720138926395,RSBY,UP,Uttar Pradesh,Mathura,Agra,Chhata,2026-02-27T15:57:47+05:30
627b7581-8f29-46d0-88b7-831ab9ac066d,UP259053749181,SECC,UP,Uttar Pradesh,Amethi,Ayodhya,Amethi Block 7,2026-02-27T15:57:47+05:30
fc13f7b5-3ce6-46d6-844c-ed8456dc4842,UP957763063387,SECC,UP,Uttar Pradesh,Prayagraj,Prayagraj,Manda,2026-02-27T15:57:47+05:30
bd3f4bee-c3fc-4602-8144-a9fde86854c4,UP365163715483,SECC,UP,Uttar Pradesh,Etawah,Kanpur,Etawah Block 6,2026-02-27T15:57:47+05:30
8dab487b-be5e-41f4-8b1c-02021e84e5e3,UP424971056387,STATE_DB,UP,Uttar Pradesh,Hardoi,Lucknow,Hardoi Block 4,2026-02-27T15:57:47+05:30
93371c21-829e-4259-b786-e132d12a7186,UP109674857331,STATE_DB,UP,Uttar Pradesh,Etah,Aligarh,Etah Block 2,2026-02-27T15:57:47+05:30
5097384b-d325-4d9f-a696-8fa8198e2bc3,UP286459114553,STATE_DB,UP,Uttar Pradesh,Pilibhit,Bareilly,Pilibhit Block 8,2026-02-27T15:57:47+05:30
8a5ac237-fd97-438a-b53d-e7e5740e92e7,UP758587422675,STATE_DB,UP,Uttar Pradesh,Raebareli,Lucknow,Raebareli Block 5,2026-02-27T15:57:47+05:30
2922a40f-38f9-4760-b65e-4f7f234b65a8,UP723801312434,SECC,UP,Uttar Pradesh,Bijnor,Moradabad,Bijnor Block 7,2026-02-27T15:57:47+05:30
c515ce27-0074-49b1-9f5d-de745ab38631,UP790854923885,STATE_DB,UP,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur Block 4,2026-02-27T15:57:47+05:30
9a941ccc-e6d6-4ef9-b436-16362e7f5fc5,UP243677899595,STATE_DB,UP,Uttar Pradesh,Ghazipur,Varanasi,Ghazipur Block 2,2026-02-27T15:57:47+05:30
256d9b49-52f7-4a54-a319-5774fb22c4cd,UP140323737820,SECC,UP,Uttar Pradesh,Sultanpur,Ayodhya,Sultanpur Block 1,2026-02-27T15:57:47+05:30
a323ea74-9da5-4b8c-80bc-09f58964d596,UP367679101165,SECC,UP,Uttar Pradesh,Auraiya,Kanpur,Auraiya Block 5,2026-02-27T15:57:47+05:30
ff99b19d-beb2-4585-825f-6b9b76aaf8ce,UP167189103693,STATE_DB,UP,Uttar Pradesh,Chandauli,Varanasi,Chandauli Block 2,2026-02-27T15:57:47+05:30
966b5e11-9f86-491b-bb79-eb350aea9c2b,UP826368750560,STATE_DB,UP,Uttar Pradesh,Ayodhya,Ayodhya,Ayodhya Block 1,2026-02-27T15:57:47+05:30
eba6de2d-040c-4952-8d97-f685a749d76a,UP819687479285,SECC,UP,Uttar Pradesh,Basti,Basti,Basti Block 7,2026-02-27T15:57:47+05:30
c0564e94-2f27-4246-a61f-28574cc013e3,UP532924756343,SECC,UP,Uttar Pradesh,Maharajganj,Gorakhpur,Maharajganj Block 6,2026-02-27T15:57:47+05:30
b46da5c9-c4a8-4f76-b6a8-ddf58a028498,UP387209074766,SECC,UP,Uttar Pradesh,Hathras,Aligarh,Hathras Block 1,2026-02-27T15:57:47+05:30
10b728fc-68a2-4a34-bc70-b15f991be947,UP263545473722,SECC,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Kalyanpur,2026-02-27T15:57:47+05:30
d1523256-1784-47c0-8938-4dc364c81c6d,UP796172575982,SECC,UP,Uttar Pradesh,Mathura,Agra,Govardhan,2026-02-27T15:57:47+05:30
12490a4c-3911-4c2f-a006-6a919f90aa8f,UP529561848544,SECC,UP,Uttar Pradesh,Prayagraj,Prayagraj,Bara,2026-02-27T15:57:47+05:30
4236a342-ac8c-4f11-8362-d0c079fb9cc7,UP810456189025,SECC,UP,Uttar Pradesh,Azamgarh,Azamgarh,Jahanaganj,2026-02-27T15:57:47+05:30
998414b2-eabf-4352-9393-8829732ee00a,UP392545090762,SECC,UP,Uttar Pradesh,Pilibhit,Bareilly,Pilibhit Block 4,2026-02-27T15:57:47+05:30
cf742029-e181-482e-9feb-faeb19cdfac3,UP004522774697,STATE_DB,UP,Uttar Pradesh,Meerut,Meerut,Sherpur,2026-02-27T15:57:47+05:30
4d15753d-5c11-4852-9161-aa9b920d9ff1,UP112121075894,SECC,UP,Uttar Pradesh,Kasganj,Aligarh,Kasganj Block 5,2026-02-27T15:57:47+05:30
6142a368-a93b-4f71-aa15-96bee267dadc,UP954004320985,RSBY,UP,Uttar Pradesh,Fatehpur,Prayagraj,Fatehpur Block 5,2026-02-27T15:57:47+05:30
53be566b-faaf-401e-b588-70253001a385,UP715429489443,SECC,UP,Uttar Pradesh,Gonda,Devipatan,Gonda Block 3,2026-02-27T15:57:47+05:30
de530f42-e8be-482c-a90b-d2aef1cac945,UP629854339459,STATE_DB,UP,Uttar Pradesh,Sitapur,Lucknow,Sitapur Block 8,2026-02-27T15:57:47+05:30
cddf8240-0fb3-4c79-976c-35210edd3d72,UP137672594619,STATE_DB,UP,Uttar Pradesh,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 4,2026-02-27T15:57:47+05:30
0b4accf9-c91c-4439-ba0f-5bed9fdfe4f0,UP304281961927,SECC,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 8,2026-02-27T15:57:47+05:30
8b102a54-fd74-4687-b381-cdbb5e32ab82,UP253958827495,STATE_DB,UP,Uttar Pradesh,Mau,Azamgarh,Mau Block 5,2026-02-27T15:57:47+05:30
21b72b53-c94a-499a-81d0-07b2fab2b8c6,UP856844373989,SECC,UP,Uttar Pradesh,Kaushambi,Prayagraj,Kaushambi Block 7,2026-02-27T15:57:47+05:30
f34e8cfd-ba7a-4c7b-96b3-6bfb3626a37c,UP707783689405,SECC,UP,Uttar Pradesh,Jaunpur,Varanasi,Jaunpur Block 2,2026-02-27T15:57:47+05:30
f46afde0-460c-469f-9aef-32377b8fa90f,UP454746149366,RSBY,UP,Uttar Pradesh,Amethi,Ayodhya,Amethi Block 7,2026-02-27T15:57:47+05:30
c3e17f9e-58e7-4a0f-b031-04634a9924cf,UP684562622097,STATE_DB,UP,Uttar Pradesh,Gautam Buddha Nagar,Meerut,Gautam Block 2,2026-02-27T15:57:47+05:30
443bd435-2411-4ad8-9707-5bebf735d11c,UP690723155710,RSBY,UP,Uttar Pradesh,Bijnor,Moradabad,Bijnor Block 4,2026-02-27T15:57:47+05:30
80e6c12e-cecf-4ae0-9d54-4abfdc86d4bf,UP526468425099,SECC,UP,Uttar Pradesh,Deoria,Gorakhpur,Deoria Block 7,2026-02-27T15:57:47+05:30
33c2d983-0745-448e-a7a0-daefe60fcaa4,UP439813326083,SECC,UP,Uttar Pradesh,Kanpur Dehat,Kanpur,Kanpur Block 1,2026-02-27T15:57:47+05:30
95882a74-62e2-42f0-b8cd-bd61ad8559cc,UP789728212776,SECC,UP,Uttar Pradesh,Banda,Chitrakoot,Banda Block 2,2026-02-27T15:57:47+05:30
560ac850-6c37-413c-9a5f-5d4e47ec53d3,UP634570271159,SECC,UP,Uttar Pradesh,Mahoba,Chitrakoot,Mahoba Block 5,2026-02-27T15:57:47+05:30
963e7763-27d7-42b5-beaa-09dc25e370f7,UP284873191987,RSBY,UP,Uttar Pradesh,Siddharthnagar,Basti,Siddharthnagar Block 6,2026-02-27T15:57:47+05:30
a66332c6-87c4-4e39-b37f-c76a797ad293,UP321372363646,RSBY,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Maharajpur,2026-02-27T15:57:47+05:30
36b07559-530b-41b7-be65-ae149028a5ba,UP208934193408,SECC,UP,Uttar Pradesh,Chitrakoot,Chitrakoot,Chitrakoot Block 8,2026-02-27T15:57:47+05:30
f6d4227c-8ec5-49ae-8ee8-48b73e201f02,UP965578686926,SECC,UP,Uttar Pradesh,Lakhimpur Kheri,Lucknow,Lakhimpur Block 8,2026-02-27T15:57:47+05:30
822b1495-1ffb-4d99-be1d-b4ceeb244155,UP806593311846,STATE_DB,UP,Uttar Pradesh,Gautam Buddha Nagar,Meerut,Gautam Block 1,2026-02-27T15:57:47+05:30
532f4a54-39a7-4be5-a55d-7cc088e88177,UP397285582775,SECC,UP,Uttar Pradesh,Lucknow,Lucknow,Gosainganj,2026-02-27T15:57:47+05:30
dc68323f-a5bc-4078-b0f6-085c30751d2b,UP571813750214,SECC,UP,Uttar Pradesh,Shamli,Saharanpur,Shamli Block 2,2026-02-27T15:57:47+05:30
ca862f4e-1d30-46c9-9939-ce26b687a077,UP751590785490,SECC,UP,Uttar Pradesh,Hardoi,Lucknow,Hardoi Block 7,2026-02-27T15:57:47+05:30
76ff9210-afe6-45bd-9f20-4f904257d198,UP174831165735,SECC,UP,Uttar Pradesh,Barabanki,Ayodhya,Barabanki Block 7,2026-02-27T15:57:47+05:30
82926ff4-fd29-4432-8ab2-ae6d2e0d4083,UP786772423440,SECC,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Mandhana,2026-02-27T15:57:47+05:30
3ebabaa4-6f6d-4168-afb3-1fa14c060c6d,UP190800785553,SECC,UP,Uttar Pradesh,Lakhimpur Kheri,Lucknow,Lakhimpur Block 6,2026-02-27T15:57:47+05:30
403424fe-ac45-4d88-bb14-2b53719db915,UP949023151483,SECC,UP,Uttar Pradesh,Amethi,Ayodhya,Amethi Block 2,2026-02-27T15:57:47+05:30
674930a0-1d4f-42e1-b8bc-610025cf2201,UP588986609821,STATE_DB,UP,Uttar Pradesh,Chandauli,Varanasi,Chandauli Block 5,2026-02-27T15:57:47+05:30
23612f14-dff0-4acf-9056-7f7ed7ce3a9f,UP311607905341,SECC,UP,Uttar Pradesh,Jalaun,Jhansi,Jalaun Block 6,2026-02-27T15:57:47+05:30
bb0c345b-280c-4c0a-a33a-d12303efebde,UP500166264427,SECC,UP,Uttar Pradesh,Pilibhit,Bareilly,Pilibhit Block 7,2026-02-27T15:57:47+05:30
de8d6d9f-bd53-4192-9463-9201fd222084,UP655329029772,SECC,UP,Uttar Pradesh,Ghaziabad,Meerut,Simbhawali,2026-02-27T15:57:47+05:30
b5d6dd0a-3303-4725-87cf-22e9f8406865,UP137588080098,SECC,UP,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur Block 7,2026-02-27T15:57:47+05:30
b1a4e6f9-8ef4-4f5a-829e-2279e6cce96f,UP410386890825,SECC,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 7,2026-02-27T15:57:47+05:30
1c9c05bb-a9b4-4de4-b760-466e7ba9bf31,UP727065173961,SECC,UP,Uttar Pradesh,Amethi,Ayodhya,Amethi Block 5,2026-02-27T15:57:47+05:30
57278648-090f-4c5d-a086-23ff7ac7dec9,UP676174774956,STATE_DB,UP,Uttar Pradesh,Gorakhpur,Gorakhpur,Khorabar,2026-02-27T15:57:47+05:30
000106c6-d1c5-4304-9caf-722a82734b12,UP043205340808,RSBY,UP,Uttar Pradesh,Varanasi,Varanasi,Rohania,2026-02-27T15:57:47+05:30
d97c9eda-d0e1-49cb-a8c2-53601049a402,UP578486341018,SECC,UP,Uttar Pradesh,Hardoi,Lucknow,Hardoi Block 2,2026-02-27T15:57:47+05:30
36ca17fd-d470-49ed-b494-c8d6401ceb17,UP124451324357,STATE_DB,UP,Uttar Pradesh,Deoria,Gorakhpur,Deoria Block 2,2026-02-27T15:57:47+05:30
f475bc2c-5294-4f26-bfa2-15d79622ae39,UP532896106936,STATE_DB,UP,Uttar Pradesh,Sitapur,Lucknow,Sitapur Block 3,2026-02-27T15:57:47+05:30
0d4490ea-b722-420e-94bd-94e8f4b3f251,UP933786876564,SECC,UP,Uttar Pradesh,Ayodhya,Ayodhya,Ayodhya Block 6,2026-02-27T15:57:47+05:30
46f89e01-deb2-44a2-a946-44aa57484529,UP937191275575,STATE_DB,UP,Uttar Pradesh,Mathura,Agra,Raya,2026-02-27T15:57:47+05:30
0191b4ea-0de4-4320-8342-613fc498e587,UP318781446242,STATE_DB,UP,Uttar Pradesh,Ghaziabad,Meerut,Simbhawali,2026-02-27T15:57:47+05:30
3929ede5-becf-4acd-a17b-461138cf56fc,UP297916547754,SECC,UP,Uttar Pradesh,Jaunpur,Varanasi,Jaunpur Block 4,2026-02-27T15:57:47+05:30
abbe31fa-8070-4ac2-82e6-46b41c721200,UP126851882729,SECC,UP,Uttar Pradesh,Kasganj,Aligarh,Kasganj Block 7,2026-02-27T15:57:47+05:30
5cfc117c-5c50-4806-b063-4a3beb76fe67,UP988943330230,STATE_DB,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Maharajpur,2026-02-27T15:57:47+05:30
9af5be9e-08f5-4063-a725-44800207f139,UP128617400285,STATE_DB,UP,Uttar Pradesh,Hathras,Aligarh,Hathras Block 7,2026-02-27T15:57:47+05:30
647ec3ad-9da7-4147-b1e8-a9f9b5a40f19,UP230474195052,SECC,UP,Uttar Pradesh,Ghaziabad,Meerut,Razapur,2026-02-27T15:57:47+05:30
83512f47-c456-4979-819a-087293f2fb3f,UP351653957508,SECC,UP,Uttar Pradesh,Prayagraj,Prayagraj,Sahson,2026-02-27T15:57:47+05:30
cdc84644-594a-42b7-9d07-6fac4eb8d8ac,UP207376773058,SECC,UP,Uttar Pradesh,Mau,Azamgarh,Mau Block 8,2026-02-27T15:57:47+05:30
75e74a65-dca4-46e8-977a-c9e4c66d4a39,UP411790278333,STATE_DB,UP,Uttar Pradesh,Mau,Azamgarh,Mau Block 8,2026-02-27T15:57:47+05:30
eb7ea404-6d60-4974-b459-746029946fed,UP713783138783,RSBY,UP,Uttar Pradesh,Azamgarh,Azamgarh,Paliya,2026-02-27T15:57:47+05:30
85cfbc24-270d-438b-982d-8d2080ad7957,UP372044912132,SECC,UP,Uttar Pradesh,Kanpur Dehat,Kanpur,Kanpur Block 7,2026-02-27T15:57:47+05:30
3abed726-2428-4ca1-9252-bdd5c27fefa8,UP447964670645,STATE_DB,UP,Uttar Pradesh,Meerut,Meerut,Inchauli,2026-02-27T15:57:47+05:30
47424fcd-5f27-4984-bddc-9ab2481a27e1,UP167007335669,SECC,UP,Uttar Pradesh,Gautam Buddha Nagar,Meerut,Gautam Block 2,2026-02-27T15:57:47+05:30
0fcc4e5e-4774-466c-801b-df85c4e4e2c7,UP536217435224,RSBY,UP,Uttar Pradesh,Gonda,Devipatan,Gonda Block 5,2026-02-27T15:57:47+05:30
f33bc359-3ff6-4734-b1fd-e0a3f5f5e072,UP921017989967,SECC,UP,Uttar Pradesh,Kanpur Dehat,Kanpur,Kanpur Block 5,2026-02-27T15:57:47+05:30
a12291cd-1571-4a79-aa8a-0532471afdc4,UP879675121705,SECC,UP,Uttar Pradesh,Shravasti,Devipatan,Shravasti Block 3,2026-02-27T15:57:47+05:30
bbbd7c12-9c2b-4b9d-8c00-5f356c4aeeac,UP039757809646,SECC,UP,Uttar Pradesh,Unnao,Lucknow,Unnao Block 3,2026-02-27T15:57:47+05:30
19c6b397-bfde-4e9e-a32c-4cd86c724d94,UP158853192952,SECC,UP,Uttar Pradesh,Chandauli,Varanasi,Chandauli Block 4,2026-02-27T15:57:47+05:30
738b7c1b-896f-4501-b2cf-3795b6a12472,UP513551916768,SECC,UP,Uttar Pradesh,Kushinagar,Gorakhpur,Kushinagar Block 1,2026-02-27T15:57:47+05:30
0e346ceb-e793-4221-a06d-383ab2e92fda,UP972256085632,STATE_DB,UP,Uttar Pradesh,Agra,Agra,Fatehabad,2026-02-27T15:57:47+05:30
4fb6543f-1c7f-4fb2-9906-3cadded432f3,UP004426377891,SECC,UP,Uttar Pradesh,Moradabad,Moradabad,Moradabad Block 2,2026-02-27T15:57:47+05:30
9b4180f4-a36e-42f5-aa16-a70e3e7c4a4f,UP422023628135,SECC,UP,Uttar Pradesh,Sitapur,Lucknow,Sitapur Block 3,2026-02-27T15:57:47+05:30
268987d4-cb5f-4610-927e-b84412ba73a8,UP543095923048,STATE_DB,UP,Uttar Pradesh,Deoria,Gorakhpur,Deoria Block 8,2026-02-27T15:57:47+05:30
d2f3e569-5669-4bbb-9975-6c780d881022,UP011234005323,SECC,UP,Uttar Pradesh,Aligarh,Aligarh,Khair,2026-02-27T15:57:47+05:30
f127484a-54fd-41b8-9783-1b3a1c1987b4,UP961937397155,SECC,UP,Uttar Pradesh,Aligarh,Aligarh,Chandaus,2026-02-27T15:57:47+05:30
eb014ef9-fffe-4d25-b0d9-430b58e4a91f,UP851819336855,SECC,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 8,2026-02-27T15:57:47+05:30
e01fdb74-a44b-49f4-afb3-8c0d56a50080,UP283695776049,STATE_DB,UP,Uttar Pradesh,Fatehpur,Prayagraj,Fatehpur Block 4,2026-02-27T15:57:47+05:30
202a06b2-98cb-49c7-bc79-920535867e16,UP516681609103,SECC,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 4,2026-02-27T15:57:47+05:30
c9813124-090b-442e-b8dd-505d106e99f7,UP798701236531,RSBY,UP,Uttar Pradesh,Muzaffarnagar,Saharanpur,Muzaffarnagar Block 6,2026-02-27T15:57:47+05:30
d9199a22-679d-42ec-84f4-799c5a3ce66f,UP686824922997,STATE_DB,UP,Uttar Pradesh,Badaun,Bareilly,Badaun Block 8,2026-02-27T15:57:47+05:30
d254477b-4bdf-40fd-82fd-fa36eee97851,UP397216398982,SECC,UP,Uttar Pradesh,Mathura,Agra,Chhata,2026-02-27T15:57:47+05:30
fdd70a80-6257-4406-9de3-1b5930fc0abb,UP424259616526,SECC,UP,Uttar Pradesh,Firozabad,Agra,Firozabad Block 4,2026-02-27T15:57:47+05:30
87e43d95-1eff-428e-9080-70f925042007,UP471705949841,RSBY,UP,Uttar Pradesh,Lucknow,Lucknow,Malihabad,2026-02-27T15:57:47+05:30
c09be530-1f25-48dc-8466-ddc4d2572af4,UP076278094890,STATE_DB,UP,Uttar Pradesh,Aligarh,Aligarh,Jawan,2026-02-27T15:57:47+05:30
e6198857-50f8-43fe-93ef-b34b7a322cc9,UP782026934658,SECC,UP,Uttar Pradesh,Gorakhpur,Gorakhpur,Sardarnagar,2026-02-27T15:57:47+05:30
5e78ffe1-2c35-4a6f-9634-28c11d26e4a2,UP837670326166,SECC,UP,Uttar Pradesh,Aligarh,Aligarh,Iglas,2026-02-27T15:57:47+05:30
5bbbf08a-2a43-4044-9648-ed83ea51fff2,UP061132227937,SECC,UP,Uttar Pradesh,Ballia,Azamgarh,Ballia Block 6,2026-02-27T15:57:47+05:30
a24096c6-c376-4fbf-ad57-45be2e39461a,UP013458731926,SECC,UP,Uttar Pradesh,Kanpur Dehat,Kanpur,Kanpur Block 3,2026-02-27T15:57:47+05:30
4cb32b41-400d-46ff-8e7a-1c766d7e45fe,UP493797887657,SECC,UP,Uttar Pradesh,Ghazipur,Varanasi,Ghazipur Block 6,2026-02-27T15:57:47+05:30
cb3d4c74-fc69-46ea-953f-7cb7ad812698,UP505551351250,SECC,UP,Uttar Pradesh,Agra,Agra,Shamsabad,2026-02-27T15:57:47+05:30
8af03ed9-df3f-4291-8ba7-6c5e43767875,UP145563020204,STATE_DB,UP,Uttar Pradesh,Lucknow,Lucknow,Sardar Nagar,2026-02-27T15:57:47+05:30
808c205e-dd19-4aa1-8705-6fdf82a94c09,UP909047796493,RSBY,UP,Uttar Pradesh,Auraiya,Kanpur,Auraiya Block 7,2026-02-27T15:57:47+05:30
a26d4251-e79b-42c2-80c4-8f2568c28041,UP665631557200,SECC,UP,Uttar Pradesh,Lakhimpur Kheri,Lucknow,Lakhimpur Block 7,2026-02-27T15:57:47+05:30
5198ed89-d7c6-4bfc-a481-a6b6e054db2d,UP823297184780,SECC,UP,Uttar Pradesh,Rampur,Moradabad,Rampur Block 2,2026-02-27T15:57:47+05:30
e80cc169-b008-4adc-8f8e-81864e1cfd90,UP468204577192,RSBY,UP,Uttar Pradesh,Ayodhya,Ayodhya,Ayodhya Block 6,2026-02-27T15:57:47+05:30
813cb536-1bb3-4611-b2ba-5a09724d4ae8,UP782895425571,STATE_DB,UP,Uttar Pradesh,Gonda,Devipatan,Gonda Block 8,2026-02-27T15:57:47+05:30
4cb5161e-2cd5-4e78-af77-e0120e57bf9f,UP363564215228,SECC,UP,Uttar Pradesh,Lucknow,Lucknow,Sarojini Nagar,2026-02-27T15:57:47+05:30
103b35b6-fb0b-45c7-9c0f-fe814d101fdf,UP595122698071,SECC,UP,Uttar Pradesh,Banda,Chitrakoot,Banda Block 1,2026-02-27T15:57:47+05:30
6be694bf-02f5-4322-ac22-11f2803cfd09,UP177548390991,RSBY,UP,Uttar Pradesh,Amethi,Ayodhya,Amethi Block 8,2026-02-27T15:57:47+05:30
268599b2-80b2-43aa-ad89-04853bb714c9,UP673232463384,STATE_DB,UP,Uttar Pradesh,Banda,Chitrakoot,Banda Block 8,2026-02-27T15:57:47+05:30
c72410c4-f62b-4728-b990-98623c7e4083,UP323087055721,SECC,UP,Uttar Pradesh,Chandauli,Varanasi,Chandauli Block 4,2026-02-27T15:57:47+05:30
ec2ac506-7246-4307-bcdf-38b13f26b0d5,UP662896417174,RSBY,UP,Uttar Pradesh,Deoria,Gorakhpur,Deoria Block 1,2026-02-27T15:57:47+05:30
629c38c3-75b0-4e5e-845b-86459439e5de,UP808001601240,STATE_DB,UP,Uttar Pradesh,Rampur,Moradabad,Rampur Block 8,2026-02-27T15:57:47+05:30
ab51e62d-3792-4f8d-a315-2a3946130ae8,UP054075256491,RSBY,UP,Uttar Pradesh,Mainpuri,Agra,Mainpuri Block 3,2026-02-27T15:57:47+05:30
491eade1-0900-4260-93c2-f7f9e7113a4e,UP623709426280,RSBY,UP,Uttar Pradesh,Jaunpur,Varanasi,Jaunpur Block 1,2026-02-27T15:57:47+05:30
0c70f95f-4301-4e3d-b40a-cda2829ec2ee,UP350014475805,SECC,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Kalyanpur,2026-02-27T15:57:47+05:30
4101cc3a-948f-4262-8f18-27ff7bffc7bd,UP652962561802,SECC,UP,Uttar Pradesh,Hamirpur,Chitrakoot,Hamirpur Block 7,2026-02-27T15:57:47+05:30
9973e0f9-af88-4832-a13b-2f5eb4308afc,UP255865377607,SECC,UP,Uttar Pradesh,Jalaun,Jhansi,Jalaun Block 2,2026-02-27T15:57:47+05:30
3416bba2-fc87-42dd-b848-22348787abc6,UP837937029439,SECC,UP,Uttar Pradesh,Bijnor,Moradabad,Bijnor Block 7,2026-02-27T15:57:47+05:30
de224573-a5a4-4d8e-a1c2-44162ece237a,UP677017673103,SECC,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Mandhana,2026-02-27T15:57:47+05:30
9397b033-882d-4a96-95fe-293ce99af5a7,UP045510557804,STATE_DB,UP,Uttar Pradesh,Kanpur Nagar,Kanpur,Sarbanandapur,2026-02-27T15:57:47+05:30
1295c07d-7692-42da-9bb5-0578d8586465,UP951313404440,SECC,UP,Uttar Pradesh,Mahoba,Chitrakoot,Mahoba Block 4,2026-02-27T15:57:47+05:30
f58149d7-2bbb-4462-a8fd-1a01b3640548,UP464103838448,STATE_DB,UP,Uttar Pradesh,Pratapgarh,Prayagraj,Pratapgarh Block 3,2026-02-27T15:57:47+05:30
